第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/001.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/001.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/002.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/002.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/003.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/003.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/004.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/004.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/005.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/005.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/006.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/006.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/007.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/007.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/008.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/008.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/009.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/009.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/010.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/010.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/011.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/011.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/012.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/012.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/013.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/013.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/014.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/014.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/015.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/015.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/016.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/016.HTM
第39回新年フェスティバル水泳競技大会福岡会場,2013,1,13,福岡市立総合西市民プール,short,SHIFT_JIS,../www.tdsystem.co.jp/2013/201301/13FUKUOKA/017.HTM,http://www.tdsystem.co.jp/2013/201301/13FUKUOKA/017.HTM
